,Type,Start,End,Duration,Day of Week,Budget,Currency,Clicks,Impressions,Spent,CTR,CPC,CPI,Target Age,Target Gender,username,email,name,gender,age
2431,BYU,2026-02-10,2026-07-10,150,Tuesday,781749,GBP,17620,499999,543676,0.03524007048014096,30.855618615209988,1.0873541747083495,30-50,M,jordan13,henrygerald@example.com,Kimberly Perry,F,64
2432,AKX,2024-11-21,2026-10-17,695,Thursday,162850,EUR,56525,499997,104885,0.11305067830406983,1.8555506413091551,0.20977125862755178,30-35,B,jordan13,henrygerald@example.com,Kimberly Perry,F,64
2433,GRZ,2025-02-05,2026-12-02,665,Wednesday,291157,EUR,33628,499998,232672,0.0672562690250761,6.918996074699655,0.4653458613834455,20-30,F,lisaharper,oliverjill@example.net,Cathy Johnson,F,77
2434,GRZ,2026-01-18,2027-12-03,684,Sunday,341787,EUR,33348,499998,125310,0.06669626678506714,3.7576466354803886,0.2506210024840099,40-60,M,lisaharper,oliverjill@example.net,Cathy Johnson,F,77
2435,AKX,2025-04-18,2026-09-11,511,Friday,952567,USD,56761,500001,214278,0.11352177295645409,3.775092052641779,0.42855514288971425,20-45,F,lisaharper,oliverjill@example.net,Cathy Johnson,F,77
2436,BYU,2025-12-20,2026-03-18,88,Saturday,606879,GBP,83710,500001,39384,0.16741966516066967,0.47048142396368414,0.07876784246431508,25-50,M,lisaharper,oliverjill@example.net,Cathy Johnson,F,77
2437,KTR,2026-02-03,2027-01-10,341,Tuesday,742247,GBP,27262,499995,50966,0.05452454524545246,1.8694886655417797,0.1019330193301933,35-45,F,lisaharper,oliverjill@example.net,Cathy Johnson,F,77
2438,BYU,2026-04-10,2027-12-16,615,Friday,230716,EUR,67011,500000,107567,0.134022,1.6052140693319008,0.215134,35-40,M,lisaharper,oliverjill@example.net,Cathy Johnson,F,77
2439,KTR,2025-06-10,2026-08-13,429,Tuesday,75376,USD,9067,499998,63970,0.018134072536290145,7.055255321495533,0.12794051176204704,25-45,F,lisaharper,oliverjill@example.net,Cathy Johnson,F,77
2440,BYU,2025-09-24,2027-01-28,491,Wednesday,981059,GBP,48319,499998,505101,0.09663838655354622,10.453465510461724,1.0102060408241633,25-50,B,vcisneros,mstewart@example.com,Sharon Howe,F,58
2441,GRZ,2026-05-07,2026-08-06,91,Thursday,311120,EUR,56827,499998,170213,0.11365445461781847,2.995283931933764,0.3404273617094468,45-50,B,vcisneros,mstewart@example.com,Sharon Howe,F,58
2442,BYU,2026-06-29,2028-01-23,573,Monday,116631,GBP,65796,500005,48181,0.13159068409315908,0.7322785579670497,0.0963610363896361,35-55,M,vcisneros,mstewart@example.com,Sharon Howe,F,58
2443,KTR,2025-11-05,2026-08-09,277,Wednesday,936658,USD,60226,499995,512828,0.12045320453204532,8.515059940889318,1.0256662566625667,45-60,F,vcisneros,mstewart@example.com,Sharon Howe,F,58
2444,AKX,2024-12-28,2025-05-04,127,Saturday,340945,EUR,13139,499998,335093,0.02627810511242045,25.503691300707818,0.670188680754723,35-55,M,serranotony,malonejulie@example.net,Andre Mueller,M,36
2445,KTR,2025-03-26,2026-08-15,507,Wednesday,118972,EUR,49521,499996,80242,0.09904279234233875,1.6203630782900185,0.16048528388227107,45-50,F,serranotony,malonejulie@example.net,Andre Mueller,M,36
2446,AKX,2025-12-21,2026-10-10,293,Sunday,994051,GBP,17822,499999,867100,0.03564407128814258,48.653349792391424,1.7342034684069367,30-40,B,serranotony,malonejulie@example.net,Andre Mueller,M,36
2447,KTR,2024-08-28,2024-12-26,120,Wednesday,411937,EUR,31070,499999,114115,0.06214012428024856,3.6728355326681688,0.22823045646091292,25-45,B,serranotony,malonejulie@example.net,Andre Mueller,M,36
2448,AKX,2024-11-06,2026-09-03,666,Wednesday,422351,EUR,30378,499998,332365,0.0607562430249721,10.94097702284548,0.6647326589306357,25-40,B,serranotony,malonejulie@example.net,Andre Mueller,M,36
2449,KTR,2025-07-29,2026-10-18,446,Tuesday,171317,USD,21665,500000,155260,0.04333,7.166397415185783,0.31052,25-30,M,serranotony,malonejulie@example.net,Andre Mueller,M,36
2450,AKX,2025-03-21,2026-03-18,362,Friday,610289,GBP,24879,500001,592258,0.04975790048419903,23.805538807829898,1.184513630972738,35-55,M,cynthia64,christine14@example.com,Isaac Bailey,M,55
2451,GRZ,2025-09-05,2026-10-31,421,Friday,577657,EUR,59480,500001,122755,0.11895976208047584,2.0638029589778077,0.24550950898098203,35-50,F,cynthia64,christine14@example.com,Isaac Bailey,M,55
2452,KTR,2025-10-31,2027-10-05,704,Friday,591621,EUR,28846,499996,85025,0.05769246153969232,2.9475490535949525,0.17005136041088328,45-65,B,cynthia64,christine14@example.com,Isaac Bailey,M,55
2453,KTR,2024-12-23,2026-05-17,510,Monday,828200,GBP,71458,500000,504749,0.142916,7.063575806767612,1.009498,35-50,F,cynthia64,christine14@example.com,Isaac Bailey,M,55
2454,AKX,2025-07-13,2027-06-11,698,Sunday,41391,GBP,87474,499998,14512,0.17494869979479918,0.1659007247867938,0.029024116096464384,40-60,M,cynthia64,christine14@example.com,Isaac Bailey,M,55
2455,AKX,2026-03-24,2028-03-02,709,Tuesday,182804,GBP,66500,499998,24954,0.133000532002128,0.3752481203007519,0.04990819963279853,30-45,M,mariah03,bkennedy@example.net,Matthew Myers,M,25
2456,GRZ,2026-05-03,2026-10-30,180,Sunday,997860,EUR,50252,499996,613696,0.1005048040384323,12.212369656929077,1.2274018192145537,20-45,M,mariah03,bkennedy@example.net,Matthew Myers,M,25
2457,AKX,2024-09-06,2025-10-25,414,Friday,953035,GBP,36443,500000,422392,0.072886,11.590483769173778,0.844784,25-35,F,cbutler,paulamiller@example.net,Jeremy Holmes,M,22
2458,BYU,2024-09-23,2025-09-23,365,Monday,609031,USD,29709,500003,340574,0.059417643494139034,11.463664209498805,0.6811439131365212,40-65,F,cbutler,paulamiller@example.net,Jeremy Holmes,M,22
2459,KTR,2025-12-23,2027-10-25,671,Tuesday,506559,USD,57419,499997,118061,0.11483868903213419,2.0561312457548895,0.23612341674050044,35-40,B,cbutler,paulamiller@example.net,Jeremy Holmes,M,22
2460,AKX,2025-08-16,2026-09-04,384,Saturday,948691,GBP,49850,500001,563178,0.0996998006003988,11.297452357071213,1.1263537472925054,30-35,M,cbutler,paulamiller@example.net,Jeremy Holmes,M,22
2461,KTR,2024-12-08,2026-02-21,440,Sunday,409429,GBP,26680,499999,231712,0.05336010672021344,8.684857571214392,0.4634249268498537,35-50,F,cbutler,paulamiller@example.net,Jeremy Holmes,M,22
2462,BYU,2024-09-12,2026-02-08,514,Thursday,78444,EUR,63156,500002,19551,0.12631149475402098,0.3095667870036101,0.039101843592625626,30-40,M,dana67,valenciakenneth@example.net,Victoria Barron,F,35
2463,BYU,2025-06-22,2026-08-25,429,Sunday,675016,USD,41577,500000,251028,0.083154,6.037665055198787,0.502056,30-45,B,dana67,valenciakenneth@example.net,Victoria Barron,F,35
2464,GRZ,2025-08-13,2025-09-16,34,Wednesday,659768,EUR,64451,499998,46409,0.12890251561006244,0.7200664070379048,0.09281837127348509,40-60,M,dana67,valenciakenneth@example.net,Victoria Barron,F,35
2465,KTR,2025-09-06,2027-03-10,550,Saturday,180493,USD,80946,500001,155359,0.16189167621664757,1.9192918735947422,0.3107173785652429,45-65,F,dana67,valenciakenneth@example.net,Victoria Barron,F,35
2466,AKX,2025-11-09,2026-11-11,367,Sunday,855293,GBP,81179,499997,794999,0.16235897415384493,9.793160792815875,1.5900075400452403,45-65,M,dana67,valenciakenneth@example.net,Victoria Barron,F,35
2467,GRZ,2025-09-27,2025-11-13,47,Saturday,436285,EUR,60256,499996,176605,0.12051296410371283,2.930911444503452,0.35321282570260565,30-40,F,dana67,valenciakenneth@example.net,Victoria Barron,F,35
2468,BYU,2024-10-03,2026-04-22,566,Thursday,96852,USD,40183,500001,37038,0.08036583926832146,0.9217330711992634,0.0740758518482963,30-45,B,dana67,valenciakenneth@example.net,Victoria Barron,F,35
2469,AKX,2025-12-26,2026-11-01,310,Friday,47076,USD,29445,499999,41315,0.05889011778023556,1.403124469349635,0.08263016526033053,30-55,B,katiebrown,lydia89@example.net,Judy Hood,F,73
2470,KTR,2025-12-17,2026-12-07,355,Wednesday,538795,EUR,63390,499998,291397,0.12678050712202849,4.596892254298785,0.5827963311853247,25-40,M,katiebrown,lydia89@example.net,Judy Hood,F,73
2471,AKX,2026-06-22,2028-03-19,636,Monday,361733,USD,4058,499999,166870,0.008116016232032465,41.121241991128635,0.33374066748133496,20-40,M,katiebrown,lydia89@example.net,Judy Hood,F,73
2472,GRZ,2024-09-28,2026-03-20,538,Saturday,632095,GBP,35457,499997,171231,0.07091442548655293,4.8292579744479225,0.34246405478432873,25-40,M,katiebrown,lydia89@example.net,Judy Hood,F,73
2473,KTR,2024-08-21,2026-01-14,511,Wednesday,507682,GBP,5556,500001,40757,0.011111977776044448,7.3356731461483085,0.08151383697232606,30-40,M,katiebrown,lydia89@example.net,Judy Hood,F,73
2474,BYU,2025-07-21,2027-04-10,628,Monday,10943,GBP,43174,499997,3542,0.08634851809110855,0.082040116736925,0.007084042504255025,45-50,M,katiebrown,lydia89@example.net,Judy Hood,F,73
2475,BYU,2025-10-01,2027-06-07,614,Wednesday,359386,GBP,13606,499999,2575,0.027212054424108848,0.1892547405556372,0.0051500103000206,20-30,B,smithsusan,kimberly73@example.com,Michael Bradley,M,81
2476,AKX,2025-09-26,2026-10-10,379,Friday,305724,EUR,37483,499997,237141,0.07496644979869879,6.326628071392364,0.47428484570907425,45-65,F,smithsusan,kimberly73@example.com,Michael Bradley,M,81
2477,BYU,2025-02-18,2026-09-03,562,Tuesday,862223,GBP,77106,500001,700259,0.15421169157661685,9.081770549632973,1.400515198969602,20-25,B,smithsusan,kimberly73@example.com,Michael Bradley,M,81
2478,AKX,2025-09-26,2026-08-28,336,Friday,224765,EUR,9058,500000,173545,0.018116,19.159306690218592,0.34709,40-65,M,smithsusan,kimberly73@example.com,Michael Bradley,M,81
2479,BYU,2026-03-05,2027-07-07,489,Thursday,2412,GBP,6090,499999,579,0.01218002436004872,0.09507389162561576,0.001158002316004632,20-30,M,smithsusan,kimberly73@example.com,Michael Bradley,M,81
2480,BYU,2025-07-28,2027-02-05,557,Monday,339224,EUR,23919,499999,299797,0.04783809567619135,12.53384338810151,0.5995951991903984,20-25,F,smithsusan,kimberly73@example.com,Michael Bradley,M,81
2481,GRZ,2025-11-24,2027-03-22,483,Monday,58335,EUR,16245,499999,17011,0.03249006498012996,1.0471529701446598,0.034022068044136086,40-55,M,smithsusan,kimberly73@example.com,Michael Bradley,M,81
2482,KTR,2025-12-13,2026-03-14,91,Saturday,415060,EUR,41803,500001,380048,0.08360583278833442,9.091404923091645,0.7600944798110404,25-35,B,smithsusan,kimberly73@example.com,Michael Bradley,M,81
2483,GRZ,2025-12-12,2027-05-29,533,Friday,705744,USD,44023,500000,41075,0.088046,0.9330350044295027,0.08215,40-55,F,fthomas,wlawson@example.net,Debbie Dixon,F,57
2484,AKX,2026-03-13,2027-01-27,320,Friday,108521,EUR,91789,499996,92144,0.1835794686357491,1.0038675658303282,0.18428947431579454,45-70,B,fthomas,wlawson@example.net,Debbie Dixon,F,57
2485,AKX,2024-11-14,2025-03-27,133,Thursday,212286,USD,20317,500000,24503,0.040634,1.2060343554658661,0.049006,25-45,M,fthomas,wlawson@example.net,Debbie Dixon,F,57
2486,GRZ,2026-03-19,2026-06-17,90,Thursday,88381,EUR,63087,499998,78799,0.1261745046980188,1.2490528952082045,0.15759863039452157,20-30,M,fthomas,wlawson@example.net,Debbie Dixon,F,57
2487,AKX,2024-08-24,2025-07-18,328,Saturday,608528,USD,26316,500000,230145,0.052632,8.745440036479708,0.46029,25-35,M,callahanpatrick,michael60@example.net,Jamie Silva,F,20
2488,KTR,2024-08-22,2026-07-05,682,Thursday,995551,GBP,14784,499996,418535,0.029568236545892367,28.309997294372295,0.8370766966135729,35-60,M,callahanpatrick,michael60@example.net,Jamie Silva,F,20
2489,AKX,2025-07-18,2027-07-16,728,Friday,649473,USD,43605,499996,364204,0.08721069768558148,8.352344914574017,0.7284138273106184,20-30,B,callahanpatrick,michael60@example.net,Jamie Silva,F,20
2490,KTR,2026-02-03,2027-06-04,486,Tuesday,175992,EUR,24292,500001,134957,0.04858390283219433,5.555615017289643,0.26991346017307966,45-55,M,callahanpatrick,michael60@example.net,Jamie Silva,F,20
2491,BYU,2026-04-06,2026-07-06,91,Monday,392149,GBP,17932,499998,197064,0.03586414345657383,10.9895159491412,0.39412957651830605,25-35,F,callahanpatrick,michael60@example.net,Jamie Silva,F,20
2492,GRZ,2026-04-18,2026-06-29,72,Saturday,75581,USD,34817,500001,49224,0.06963386073227854,1.4137921130482236,0.09844780310439379,20-30,F,callahanpatrick,michael60@example.net,Jamie Silva,F,20
2493,AKX,2024-11-07,2024-11-30,23,Thursday,67300,USD,73260,499999,32357,0.14652029304058609,0.4416734916734917,0.06471412942825885,40-45,F,callahanpatrick,michael60@example.net,Jamie Silva,F,20
2494,AKX,2025-06-06,2026-12-13,555,Friday,829908,GBP,68586,500000,323027,0.137172,4.709809582130464,0.646054,45-60,B,callahanpatrick,michael60@example.net,Jamie Silva,F,20
2495,GRZ,2026-04-21,2026-06-01,41,Tuesday,726639,EUR,64633,499999,686064,0.12926625853251705,10.61476335618028,1.3721307442614885,35-50,F,shannonkirby,nathanbrown@example.net,Kayla Taylor,F,19
2496,BYU,2025-10-17,2026-02-13,119,Friday,759292,GBP,57657,499999,732188,0.11531423062846126,12.699030473316336,1.4643789287578575,35-45,M,shannonkirby,nathanbrown@example.net,Kayla Taylor,F,19
2497,GRZ,2025-11-29,2027-08-14,623,Saturday,758403,USD,39014,500001,688237,0.07802784394431211,17.640769980007178,1.3764712470575058,45-60,F,shannonkirby,nathanbrown@example.net,Kayla Taylor,F,19
2498,KTR,2026-03-01,2027-11-04,613,Sunday,914955,GBP,3504,500000,735806,0.007008,209.99029680365297,1.471612,35-60,F,shannonkirby,nathanbrown@example.net,Kayla Taylor,F,19
2499,GRZ,2025-08-13,2026-08-30,382,Wednesday,20443,USD,22660,499997,13294,0.04532027192163153,0.5866725507502206,0.026588159528957173,40-60,F,chambersjeff,nharper@example.com,Jeff Martinez,M,45
2500,AKX,2025-10-28,2025-11-18,21,Tuesday,241300,USD,14838,499998,8654,0.029676118704474817,0.5832322415419868,0.01730806923227693,35-45,M,chambersjeff,nharper@example.com,Jeff Martinez,M,45
2501,GRZ,2024-07-12,2024-10-03,83,Friday,55478,GBP,48298,499998,13160,0.09659638638554555,0.27247505072673817,0.02632010528042112,40-60,B,chambersjeff,nharper@example.com,Jeff Martinez,M,45
2502,KTR,2024-09-23,2024-12-30,98,Monday,435337,GBP,75571,500002,182997,0.15114139543441826,2.421524129626444,0.3659925360298559,45-60,B,chambersjeff,nharper@example.com,Jeff Martinez,M,45
2503,BYU,2026-06-14,2027-09-24,467,Sunday,91287,GBP,44863,500000,79906,0.089726,1.7811113835454606,0.159812,45-55,M,chambersjeff,nharper@example.com,Jeff Martinez,M,45
2504,AKX,2026-05-22,2027-01-10,233,Friday,202897,USD,23006,499998,125935,0.04601218404873619,5.4740067808397805,0.25187100748402996,45-70,B,chambersjeff,nharper@example.com,Jeff Martinez,M,45
2505,BYU,2024-09-07,2025-10-06,394,Saturday,891670,EUR,36741,499996,623878,0.07348258786070289,16.98043058163904,1.247765982127857,45-70,F,chambersjeff,nharper@example.com,Jeff Martinez,M,45
2506,BYU,2026-06-14,2027-07-31,412,Sunday,10031,GBP,84256,500001,9605,0.16851166297667405,0.1139978161792632,0.01920996158007684,40-45,B,bpearson,mannsean@example.net,Rhonda Robinson,F,62
2507,AKX,2024-12-24,2026-08-28,612,Tuesday,307514,EUR,42771,499999,55390,0.08554217108434217,1.295036356409717,0.11078022156044312,40-65,B,bpearson,mannsean@example.net,Rhonda Robinson,F,62
2508,AKX,2025-10-10,2025-11-29,50,Friday,923224,GBP,47513,500002,342100,0.09502561989752041,7.200134699976848,0.6841972632109472,35-45,M,bpearson,mannsean@example.net,Rhonda Robinson,F,62
2509,BYU,2026-03-16,2027-01-22,312,Monday,549460,EUR,18227,499998,505234,0.03645414581658327,27.71898831403961,1.0104720418881676,45-50,B,bpearson,mannsean@example.net,Rhonda Robinson,F,62
2510,BYU,2026-06-16,2028-01-26,589,Tuesday,636219,USD,56402,500003,301142,0.11280332318006092,5.339207829509592,0.6022803863176821,40-65,M,bpearson,mannsean@example.net,Rhonda Robinson,F,62
2511,AKX,2024-10-22,2026-08-04,651,Tuesday,458872,USD,60490,500001,407893,0.12097975804048391,6.743147627707059,0.8157843684312631,20-35,F,tclark,wagnerdaniel@example.net,Charlotte Smith,F,21
2512,BYU,2024-07-03,2024-11-20,140,Wednesday,48625,EUR,37954,500002,31003,0.07590769636921452,0.816857248247879,0.06200575197699209,35-55,B,tclark,wagnerdaniel@example.net,Charlotte Smith,F,21
2513,KTR,2024-12-16,2026-01-26,406,Monday,7189,EUR,87983,500002,3783,0.17596529613881545,0.042996942591182384,0.007565969736121055,45-60,M,tclark,wagnerdaniel@example.net,Charlotte Smith,F,21
2514,GRZ,2025-01-30,2026-08-10,557,Thursday,971028,USD,64462,499999,849962,0.1289242578485157,13.18547361236077,1.6999273998547997,35-55,B,tclark,wagnerdaniel@example.net,Charlotte Smith,F,21
2515,GRZ,2025-09-23,2025-11-25,63,Tuesday,485110,EUR,32343,499999,143884,0.06468612937225875,4.448690597656371,0.2877685755371511,30-45,M,tclark,wagnerdaniel@example.net,Charlotte Smith,F,21
2516,KTR,2024-07-17,2025-05-30,317,Wednesday,91291,EUR,48277,500002,50340,0.09655361378554486,1.0427325641609877,0.10067959728161087,45-65,F,tclark,wagnerdaniel@example.net,Charlotte Smith,F,21
2517,BYU,2024-12-14,2025-01-01,18,Saturday,17984,USD,65387,499999,1476,0.1307742615485231,0.022573294385734168,0.002952005904011808,45-70,F,ycruz,todd81@example.com,Shannon Williams,F,86
2518,AKX,2026-01-31,2026-12-07,310,Saturday,387929,USD,53016,500000,261791,0.106032,4.937962124641618,0.523582,45-70,F,ycruz,todd81@example.com,Shannon Williams,F,86
2519,BYU,2026-04-18,2027-01-31,288,Saturday,169942,GBP,44060,499997,56927,0.08812052872317234,1.2920335905583296,0.11385468312809877,40-55,F,ycruz,todd81@example.com,Shannon Williams,F,86
2520,BYU,2024-10-29,2024-11-02,4,Tuesday,368666,EUR,47110,500001,234066,0.09421981156037688,4.96849925705795,0.4681310637378725,30-40,B,ycruz,todd81@example.com,Shannon Williams,F,86
2521,GRZ,2026-05-15,2028-01-09,604,Friday,296346,GBP,14823,500001,153585,0.029645940708118584,10.361262902246509,0.3071693856612287,40-55,B,ycruz,todd81@example.com,Shannon Williams,F,86
2522,BYU,2025-03-23,2026-09-28,554,Sunday,812633,EUR,24974,500000,35773,0.049948,1.4324097060943382,0.071546,30-40,M,ycruz,todd81@example.com,Shannon Williams,F,86
2523,BYU,2024-12-02,2024-12-20,18,Monday,144591,EUR,73643,499999,20458,0.14728629457258915,0.2777996550928126,0.040916081832163664,40-50,M,ycruz,todd81@example.com,Shannon Williams,F,86
2524,BYU,2025-05-21,2026-01-09,233,Wednesday,790496,USD,57735,500002,90705,0.11546953812184751,1.5710574175110419,0.18140927436290255,30-55,F,ycruz,todd81@example.com,Shannon Williams,F,86
2525,KTR,2026-06-14,2027-10-16,489,Sunday,411703,EUR,33142,499997,197611,0.06628439770638624,5.962555066079295,0.39522437134622806,35-55,B,wilsonfrank,nburgess@example.com,Shawn Haynes,M,75
2526,KTR,2026-04-25,2027-07-19,450,Saturday,786372,EUR,64572,499999,531624,0.12914425828851658,8.233042185467385,1.063250126500253,40-45,B,wilsonfrank,nburgess@example.com,Shawn Haynes,M,75
2527,GRZ,2025-01-09,2025-02-22,44,Thursday,170124,USD,76553,499997,93744,0.15310691864151185,1.2245633743942106,0.18748912493474962,20-45,M,tracy22,hcummings@example.net,Stephanie Martinez,F,55
2528,KTR,2025-09-24,2026-01-08,106,Wednesday,342349,USD,22261,499998,116770,0.04452217808871235,5.24549660841831,0.23354093416373667,40-50,M,tracy22,hcummings@example.net,Stephanie Martinez,F,55
2529,BYU,2024-11-03,2026-10-30,726,Sunday,553034,USD,14153,499997,313416,0.028306169837019023,22.144845615770507,0.6268357610145661,45-55,M,tracy22,hcummings@example.net,Stephanie Martinez,F,55
2530,AKX,2025-06-01,2027-04-15,683,Sunday,827892,USD,45615,499999,631806,0.09123018246036492,13.850838539953962,1.2636145272290544,20-35,B,tracy22,hcummings@example.net,Stephanie Martinez,F,55
2531,AKX,2025-07-26,2026-08-15,385,Saturday,191522,EUR,15993,500000,1585,0.031986,0.0991058588132308,0.00317,20-30,B,myoung,yjohnson@example.com,Kayla Wilkerson,F,50
2532,GRZ,2025-09-10,2026-05-22,254,Wednesday,320321,USD,13577,499998,78843,0.027154108616434466,5.807100243058113,0.15768663074652298,25-45,M,myoung,yjohnson@example.com,Kayla Wilkerson,F,50
2533,GRZ,2026-04-19,2027-06-20,427,Sunday,353397,EUR,35224,500001,288955,0.0704478591042818,8.20335566659096,0.5779088441823116,40-60,F,myoung,yjohnson@example.com,Kayla Wilkerson,F,50
2534,KTR,2024-11-14,2026-10-03,688,Thursday,812048,USD,29883,500003,84673,0.059765641406151565,2.833483920623766,0.16934498393009642,20-25,M,myoung,yjohnson@example.com,Kayla Wilkerson,F,50
2535,GRZ,2026-06-23,2027-04-09,290,Tuesday,150912,USD,67717,499997,75905,0.13543481260887566,1.1209149844204558,0.1518109108654652,45-70,M,myoung,yjohnson@example.com,Kayla Wilkerson,F,50
2536,BYU,2024-09-25,2026-05-28,610,Wednesday,385780,EUR,28338,500000,338015,0.056676,11.927976568565178,0.67603,20-35,F,wrightkevin,mlambert@example.net,Sarah Flowers,F,46
2537,GRZ,2025-11-28,2026-02-07,71,Friday,789482,USD,35210,499997,688529,0.07042042252253514,19.554927577392785,1.3770662623975745,35-40,F,wrightkevin,mlambert@example.net,Sarah Flowers,F,46
2538,GRZ,2026-06-04,2028-01-22,597,Thursday,557048,USD,18477,500001,521816,0.036953926092147815,28.241381176597933,1.0436299127401745,20-25,M,wrightkevin,mlambert@example.net,Sarah Flowers,F,46
2539,BYU,2025-02-19,2025-10-22,245,Wednesday,33201,USD,56006,500000,7598,0.112012,0.13566403599614327,0.015196,40-55,B,dhubbard,matthew19@example.com,Danielle Turner,F,82
2540,BYU,2026-04-26,2026-06-12,47,Sunday,403037,GBP,39977,499999,274959,0.07995415990831982,6.877929809640543,0.5499190998381996,40-50,B,dhubbard,matthew19@example.com,Danielle Turner,F,82
2541,BYU,2025-02-22,2025-06-29,127,Saturday,472390,EUR,24282,500001,470084,0.04856390287219425,19.35936084342311,0.9401661196677606,25-30,B,dhubbard,matthew19@example.com,Danielle Turner,F,82
2542,BYU,2024-10-30,2025-10-26,361,Wednesday,205714,EUR,36207,500001,8909,0.07241385517228965,0.24605739221697462,0.017817964364071272,35-60,B,dhubbard,matthew19@example.com,Danielle Turner,F,82
2543,BYU,2024-07-23,2026-07-12,719,Tuesday,305984,GBP,56383,500000,155109,0.112766,2.7509887732117835,0.310218,25-35,M,dhubbard,matthew19@example.com,Danielle Turner,F,82
2544,BYU,2024-10-20,2025-01-28,100,Sunday,533915,USD,31780,500001,490969,0.06355987288025423,15.448993077407174,0.9819360361279278,20-30,B,dhubbard,matthew19@example.com,Danielle Turner,F,82
2545,GRZ,2024-12-22,2026-06-20,545,Sunday,265033,EUR,52459,499998,131480,0.1049184196736787,2.5063382832307135,0.26296105184420737,35-55,F,dhubbard,matthew19@example.com,Danielle Turner,F,82
2546,KTR,2025-08-12,2025-10-31,80,Tuesday,759652,GBP,45547,500003,444186,0.09109345343927937,9.752255911476057,0.8883666697999812,30-45,B,nlarsen,bradley29@example.com,Cody Adams,M,86
2547,KTR,2026-06-07,2027-03-07,273,Sunday,408962,EUR,13808,499999,399048,0.027616055232110463,28.899768250289686,0.7980975961951924,35-50,F,nlarsen,bradley29@example.com,Cody Adams,M,86
2548,BYU,2026-05-16,2026-10-23,160,Saturday,709496,EUR,58585,500000,424229,0.11717,7.2412562942732785,0.848458,40-55,B,nlarsen,bradley29@example.com,Cody Adams,M,86
2549,GRZ,2025-04-01,2027-01-11,650,Tuesday,558542,GBP,36454,500001,323543,0.07290785418429163,8.875377187688594,0.6470847058305883,30-50,B,nlarsen,bradley29@example.com,Cody Adams,M,86
2550,KTR,2026-04-10,2026-11-30,234,Friday,425067,USD,41201,499998,77747,0.08240232960931844,1.8870173054052086,0.1554946219784879,35-55,B,nlarsen,bradley29@example.com,Cody Adams,M,86
2551,BYU,2025-11-21,2026-05-19,179,Friday,657798,GBP,30672,500004,642373,0.061343509251925984,20.943303338549818,1.284735722114223,35-40,M,nlarsen,bradley29@example.com,Cody Adams,M,86
2552,AKX,2026-01-18,2027-04-19,456,Sunday,490795,EUR,17086,500000,318984,0.034172,18.669319911038276,0.637968,40-45,F,nlarsen,bradley29@example.com,Cody Adams,M,86
2553,KTR,2026-04-09,2028-01-29,660,Thursday,600926,GBP,56514,499997,260502,0.11302867817206903,4.609512687121775,0.5210071260427562,25-35,F,emmamyers,melissaunderwood@example.com,Sean Anderson,M,63
2554,BYU,2024-12-22,2025-12-07,350,Sunday,322038,GBP,32364,499998,247696,0.06472825891303566,7.653442096156223,0.4953939815759263,35-50,B,emmamyers,melissaunderwood@example.com,Sean Anderson,M,63
2555,KTR,2025-12-25,2027-07-28,580,Thursday,501766,EUR,29436,500003,428219,0.05887164677011938,14.54745889387145,0.8564328614028316,20-40,F,emmamyers,melissaunderwood@example.com,Sean Anderson,M,63
2556,GRZ,2024-10-18,2025-07-09,264,Friday,341976,EUR,9136,500003,44966,0.018271890368657787,4.921847635726795,0.08993146041123753,30-40,B,john62,david87@example.org,Keith Williams,M,43
2557,KTR,2024-10-13,2024-10-31,18,Sunday,472874,GBP,59274,500000,290018,0.118548,4.892836656881601,0.580036,30-55,M,john62,david87@example.org,Keith Williams,M,43
2558,GRZ,2026-01-30,2027-03-15,409,Friday,101613,EUR,48989,500000,79055,0.097978,1.6137296127702137,0.15811,40-50,F,john62,david87@example.org,Keith Williams,M,43
2559,GRZ,2025-10-01,2027-06-05,612,Wednesday,259049,USD,53729,500002,130235,0.10745757016971932,2.4239237655642203,0.2604689581241675,45-60,F,john62,david87@example.org,Keith Williams,M,43
2560,BYU,2024-12-27,2025-01-22,26,Friday,697197,GBP,30189,500001,49780,0.06037787924424151,1.6489449799595879,0.09955980088039824,20-35,B,john62,david87@example.org,Keith Williams,M,43
2561,GRZ,2024-10-22,2026-04-04,529,Tuesday,415188,GBP,44462,500000,120468,0.088924,2.7094597633934594,0.240936,35-50,M,iadams,devin31@example.net,Elizabeth Klein,F,56
2562,KTR,2025-05-30,2026-02-21,267,Friday,432167,USD,73096,500001,217204,0.14619170761658476,2.9714895479916823,0.43440713118573765,40-50,B,iadams,devin31@example.net,Elizabeth Klein,F,56
2563,KTR,2026-06-27,2027-06-16,354,Saturday,193661,USD,16453,499998,155022,0.0329061316245265,9.422111469033004,0.31004524018096075,35-55,F,iadams,devin31@example.net,Elizabeth Klein,F,56
2564,BYU,2026-01-14,2026-04-04,80,Wednesday,711544,USD,57923,500000,582379,0.115846,10.054365278041537,1.164758,25-40,B,iadams,devin31@example.net,Elizabeth Klein,F,56
2565,KTR,2025-07-03,2026-05-25,326,Thursday,607896,GBP,62850,500001,62439,0.1256997486005028,0.9934606205250597,0.12487775024449951,35-55,F,iadams,devin31@example.net,Elizabeth Klein,F,56
2566,GRZ,2024-08-03,2025-07-17,348,Saturday,242189,GBP,77049,499998,121252,0.15409861639446557,1.5736998533400823,0.24250497001988008,35-40,B,iadams,devin31@example.net,Elizabeth Klein,F,56
